num_pools,num_channels,pool_type,pool_stride,skip_connections,avg_radius,sigma_back,epochs,IoU,path
3,16,max,2,0-1-1,30,5.0,100,0.9867866683006288,results/rad30_sig5.0_ch16_pools3_max_stride2_skip0-1-1_100E
3,16,max,2,1-0-0,30,5.0,100,0.9841197874546052,results/rad30_sig5.0_ch16_pools3_max_stride2_skip1-0-0_100E
3,16,max,2,1-0-1,30,5.0,100,0.988062267780304,results/rad30_sig5.0_ch16_pools3_max_stride2_skip1-0-1_100E
3,16,max,2,1-1-0,30,5.0,100,0.9886337589025498,results/rad30_sig5.0_ch16_pools3_max_stride2_skip1-1-0_100E
4,16,max,2,0-0-0-0,30,5.0,100,0.9822974659204484,results/rad30_sig5.0_ch16_pools4_max_stride2_skip0-0-0-0_100E
4,16,max,2,0-0-0-1,30,5.0,100,0.985819563150406,results/rad30_sig5.0_ch16_pools4_max_stride2_skip0-0-0-1_100E
4,16,max,2,0-0-1-0,30,5.0,100,0.8474925843477249,results/rad30_sig5.0_ch16_pools4_max_stride2_skip0-0-1-0_100E
4,16,max,2,0-0-1-1,30,5.0,100,0.9854457892179488,results/rad30_sig5.0_ch16_pools4_max_stride2_skip0-0-1-1_100E
4,16,max,2,0-1-0-0,30,5.0,100,0.9837404026985168,results/rad30_sig5.0_ch16_pools4_max_stride2_skip0-1-0-0_100E
4,16,max,2,0-1-0-1,30,5.0,100,0.9864916446208954,results/rad30_sig5.0_ch16_pools4_max_stride2_skip0-1-0-1_100E
4,16,max,2,0-1-1-0,30,5.0,100,0.9865302070379258,results/rad30_sig5.0_ch16_pools4_max_stride2_skip0-1-1-0_100E
4,16,max,2,0-1-1-1,30,5.0,100,0.986998265504837,results/rad30_sig5.0_ch16_pools4_max_stride2_skip0-1-1-1_100E
4,16,max,2,1-0-0-0,30,5.0,100,0.9840908806324004,results/rad30_sig5.0_ch16_pools4_max_stride2_skip1-0-0-0_100E
4,16,max,2,1-0-0-1,30,5.0,100,0.9852617537975312,results/rad30_sig5.0_ch16_pools4_max_stride2_skip1-0-0-1_100E
4,16,max,2,1-0-1-0,30,5.0,100,0.9840161467790604,results/rad30_sig5.0_ch16_pools4_max_stride2_skip1-0-1-0_100E
4,16,max,2,1-0-1-1,30,5.0,100,0.9824738185405733,results/rad30_sig5.0_ch16_pools4_max_stride2_skip1-0-1-1_100E
4,16,max,2,1-1-0-0,30,5.0,100,0.9869311699867248,results/rad30_sig5.0_ch16_pools4_max_stride2_skip1-1-0-0_100E
4,16,max,2,1-1-0-1,30,5.0,100,0.985693644285202,results/rad30_sig5.0_ch16_pools4_max_stride2_skip1-1-0-1_100E
4,16,max,2,1-1-1-0,30,5.0,100,0.9792706723213196,results/rad30_sig5.0_ch16_pools4_max_stride2_skip1-1-1-0_100E
1,16,max,2,0,40,5.0,100,0.9857854293584823,results/rad40_sig5.0_ch16_pools1_max_stride2_skip0_100E
2,16,max,2,0-0,40,5.0,100,0.988945037007332,results/rad40_sig5.0_ch16_pools2_max_stride2_skip0-0_100E
2,16,max,2,0-1,40,5.0,100,0.9897661623954772,results/rad40_sig5.0_ch16_pools2_max_stride2_skip0-1_100E
2,16,max,2,1-0,40,5.0,100,0.9894381363391876,results/rad40_sig5.0_ch16_pools2_max_stride2_skip1-0_100E
3,16,max,2,0-0-0,40,5.0,100,0.9896903269290924,results/rad40_sig5.0_ch16_pools3_max_stride2_skip0-0-0_100E
3,16,max,2,0-0-1,40,5.0,100,0.9900130369663238,results/rad40_sig5.0_ch16_pools3_max_stride2_skip0-0-1_100E
3,16,max,2,0-1-0,40,5.0,100,0.9901050547361374,results/rad40_sig5.0_ch16_pools3_max_stride2_skip0-1-0_100E
3,16,max,2,0-1-1,40,5.0,100,0.9904086399078368,results/rad40_sig5.0_ch16_pools3_max_stride2_skip0-1-1_100E
3,16,max,2,1-0-0,40,5.0,100,0.9884362440109252,results/rad40_sig5.0_ch16_pools3_max_stride2_skip1-0-0_100E
3,16,max,2,1-0-1,40,5.0,100,0.9883894933462144,results/rad40_sig5.0_ch16_pools3_max_stride2_skip1-0-1_100E
3,16,max,2,1-1-0,40,5.0,100,0.9900375877618788,results/rad40_sig5.0_ch16_pools3_max_stride2_skip1-1-0_100E
4,16,max,2,0-0-0-0,40,5.0,100,0.9817196379899978,results/rad40_sig5.0_ch16_pools4_max_stride2_skip0-0-0-0_100E
4,16,max,2,0-0-0-1,40,5.0,100,0.987405197262764,results/rad40_sig5.0_ch16_pools4_max_stride2_skip0-0-0-1_100E
4,16,max,2,0-0-1-0,40,5.0,100,0.9899972268342973,results/rad40_sig5.0_ch16_pools4_max_stride2_skip0-0-1-0_100E
4,16,max,2,0-0-1-1,40,5.0,100,0.9880406302213668,results/rad40_sig5.0_ch16_pools4_max_stride2_skip0-0-1-1_100E
4,16,max,2,0-1-0-0,40,5.0,100,0.990109807729721,results/rad40_sig5.0_ch16_pools4_max_stride2_skip0-1-0-0_100E
4,16,max,2,0-1-0-1,40,5.0,100,0.9889454985857008,results/rad40_sig5.0_ch16_pools4_max_stride2_skip0-1-0-1_100E
4,16,max,2,0-1-1-0,40,5.0,100,0.9896355580091476,results/rad40_sig5.0_ch16_pools4_max_stride2_skip0-1-1-0_100E
4,16,max,2,0-1-1-1,40,5.0,100,0.9898734285831452,results/rad40_sig5.0_ch16_pools4_max_stride2_skip0-1-1-1_100E
4,16,max,2,1-0-0-0,40,5.0,100,0.9862268170118332,results/rad40_sig5.0_ch16_pools4_max_stride2_skip1-0-0-0_100E
4,16,max,2,1-0-0-1,40,5.0,100,0.9889381881952286,results/rad40_sig5.0_ch16_pools4_max_stride2_skip1-0-0-1_100E
4,16,max,2,1-0-1-0,40,5.0,100,0.9897612608671188,results/rad40_sig5.0_ch16_pools4_max_stride2_skip1-0-1-0_100E
4,16,max,2,1-0-1-1,40,5.0,100,0.9904070658683776,results/rad40_sig5.0_ch16_pools4_max_stride2_skip1-0-1-1_100E
4,16,max,2,1-1-0-0,40,5.0,100,0.9879113174676896,results/rad40_sig5.0_ch16_pools4_max_stride2_skip1-1-0-0_100E
4,16,max,2,1-1-0-1,40,5.0,100,0.9828701890707016,results/rad40_sig5.0_ch16_pools4_max_stride2_skip1-1-0-1_100E
4,16,max,2,1-1-1-0,40,5.0,100,0.9906043965816498,results/rad40_sig5.0_ch16_pools4_max_stride2_skip1-1-1-0_100E
1,16,max,2,0,50,5.0,100,0.989392700791359,results/rad50_sig5.0_ch16_pools1_max_stride2_skip0_100E
2,16,max,2,0-0,50,5.0,100,0.9923831114768982,results/rad50_sig5.0_ch16_pools2_max_stride2_skip0-0_100E
2,16,max,2,0-1,50,5.0,100,0.9907576469182968,results/rad50_sig5.0_ch16_pools2_max_stride2_skip0-1_100E
2,16,max,2,1-0,50,5.0,100,0.9893818197250366,results/rad50_sig5.0_ch16_pools2_max_stride2_skip1-0_100E
3,16,max,2,0-0-0,50,5.0,100,0.9891944762468338,results/rad50_sig5.0_ch16_pools3_max_stride2_skip0-0-0_100E
3,16,max,2,0-0-1,50,5.0,100,0.9913578981161116,results/rad50_sig5.0_ch16_pools3_max_stride2_skip0-0-1_100E
3,16,max,2,0-1-0,50,5.0,100,0.9890104118585584,results/rad50_sig5.0_ch16_pools3_max_stride2_skip0-1-0_100E
3,16,max,2,0-1-1,50,5.0,100,0.9920809577703475,results/rad50_sig5.0_ch16_pools3_max_stride2_skip0-1-1_100E
3,16,max,2,1-0-0,50,5.0,100,0.990725802063942,results/rad50_sig5.0_ch16_pools3_max_stride2_skip1-0-0_100E
3,16,max,2,1-0-1,50,5.0,100,0.9918468683958052,results/rad50_sig5.0_ch16_pools3_max_stride2_skip1-0-1_100E
3,16,max,2,1-1-0,50,5.0,100,0.9915722130537032,results/rad50_sig5.0_ch16_pools3_max_stride2_skip1-1-0_100E
4,16,max,2,0-0-0-0,50,5.0,100,0.7652070688009263,results/rad50_sig5.0_ch16_pools4_max_stride2_skip0-0-0-0_100E
4,16,max,2,0-0-0-1,50,5.0,100,0.9905259231328964,results/rad50_sig5.0_ch16_pools4_max_stride2_skip0-0-0-1_100E
4,16,max,2,0-0-1-0,50,5.0,100,0.991424981713295,results/rad50_sig5.0_ch16_pools4_max_stride2_skip0-0-1-0_100E
4,16,max,2,0-0-1-1,50,5.0,100,0.991432844042778,results/rad50_sig5.0_ch16_pools4_max_stride2_skip0-0-1-1_100E
4,16,max,2,0-1-0-0,50,5.0,100,0.9921120992898942,results/rad50_sig5.0_ch16_pools4_max_stride2_skip0-1-0-0_100E
4,16,max,2,0-1-0-1,50,5.0,100,0.9907441264390946,results/rad50_sig5.0_ch16_pools4_max_stride2_skip0-1-0-1_100E
4,16,max,2,0-1-1-0,50,5.0,100,0.991801353931427,results/rad50_sig5.0_ch16_pools4_max_stride2_skip0-1-1-0_100E
4,16,max,2,0-1-1-1,50,5.0,100,0.9915080592632294,results/rad50_sig5.0_ch16_pools4_max_stride2_skip0-1-1-1_100E
4,16,max,2,1-0-0-0,50,5.0,100,0.9908793432712556,results/rad50_sig5.0_ch16_pools4_max_stride2_skip1-0-0-0_100E
4,16,max,2,1-0-0-1,50,5.0,100,0.9885575579404832,results/rad50_sig5.0_ch16_pools4_max_stride2_skip1-0-0-1_100E
4,16,max,2,1-0-1-0,50,5.0,100,0.99180652821064,results/rad50_sig5.0_ch16_pools4_max_stride2_skip1-0-1-0_100E
4,16,max,2,1-0-1-1,50,5.0,100,0.9910981553792956,results/rad50_sig5.0_ch16_pools4_max_stride2_skip1-0-1-1_100E
4,16,max,2,1-1-0-0,50,5.0,100,0.9901632592678072,results/rad50_sig5.0_ch16_pools4_max_stride2_skip1-1-0-0_100E
4,16,max,2,1-1-0-1,50,5.0,100,0.9906361721754072,results/rad50_sig5.0_ch16_pools4_max_stride2_skip1-1-0-1_100E
4,16,max,2,1-1-1-0,50,5.0,100,0.9914768036603927,results/rad50_sig5.0_ch16_pools4_max_stride2_skip1-1-1-0_100E
