num_pools,num_channels,pool_type,pool_stride,skip_connections,avg_radius,sigma_back,epochs,IoU,path
5,2,max,2,1-1-1-1-1,40,2.5,100,0.9797788342237472,results/rad40_sig2.5_ch2_pools5_max_stride2_skip1-1-1-1-1_100E
1,4,max,2,1,40,2.5,100,0.9762832422256468,results/rad40_sig2.5_ch4_pools1_max_stride2_skip1_100E
2,4,max,2,1-1,40,2.5,100,0.9748835062980652,results/rad40_sig2.5_ch4_pools2_max_stride2_skip1-1_100E
3,4,max,2,1-1-1,40,2.5,100,0.9834793182611464,results/rad40_sig2.5_ch4_pools3_max_stride2_skip1-1-1_100E
4,4,max,2,1-1-1-1,40,2.5,100,0.984866749048233,results/rad40_sig2.5_ch4_pools4_max_stride2_skip1-1-1-1_100E
5,4,max,2,1-1-1-1-1,40,2.5,100,0.9810057532787322,results/rad40_sig2.5_ch4_pools5_max_stride2_skip1-1-1-1-1_100E
1,8,max,2,1,40,2.5,100,0.982015778541565,results/rad40_sig2.5_ch8_pools1_max_stride2_skip1_100E
2,8,max,2,1-1,40,2.5,100,0.9788811873197556,results/rad40_sig2.5_ch8_pools2_max_stride2_skip1-1_100E
3,8,max,2,1-1-1,40,2.5,100,0.9862689715623856,results/rad40_sig2.5_ch8_pools3_max_stride2_skip1-1-1_100E
4,8,max,2,1-1-1-1,40,2.5,100,0.9872559405565262,results/rad40_sig2.5_ch8_pools4_max_stride2_skip1-1-1-1_100E
5,8,max,2,1-1-1-1-1,40,2.5,100,0.9856734011173248,results/rad40_sig2.5_ch8_pools5_max_stride2_skip1-1-1-1-1_100E
1,16,max,2,1,40,2.5,100,0.9842995858192444,results/rad40_sig2.5_ch16_pools1_max_stride2_skip1_100E
2,16,max,2,1-1,40,2.5,100,0.9879800975322724,results/rad40_sig2.5_ch16_pools2_max_stride2_skip1-1_100E
3,16,max,2,1-1-1,40,2.5,100,0.9877386683225632,results/rad40_sig2.5_ch16_pools3_max_stride2_skip1-1-1_100E
4,16,max,2,1-1-1-1,40,2.5,100,0.987571937084198,results/rad40_sig2.5_ch16_pools4_max_stride2_skip1-1-1-1_100E
5,16,max,2,1-1-1-1-1,40,2.5,100,0.9901985902786254,results/rad40_sig2.5_ch16_pools5_max_stride2_skip1-1-1-1-1_100E
1,32,max,2,1,40,2.5,100,0.986011261820793,results/rad40_sig2.5_ch32_pools1_max_stride2_skip1_100E
2,32,max,2,1-1,40,2.5,100,0.9913505381345749,results/rad40_sig2.5_ch32_pools2_max_stride2_skip1-1_100E
3,32,max,2,1-1-1,40,2.5,100,0.987416708111763,results/rad40_sig2.5_ch32_pools3_max_stride2_skip1-1-1_100E
4,32,max,2,1-1-1-1,40,2.5,100,0.9910952982902528,results/rad40_sig2.5_ch32_pools4_max_stride2_skip1-1-1-1_100E
5,32,max,2,1-1-1-1-1,40,2.5,100,0.9855880457162858,results/rad40_sig2.5_ch32_pools5_max_stride2_skip1-1-1-1-1_100E
1,2,max,2,1,40,5.0,100,0.9615318956375124,results/rad40_sig5.0_ch2_pools1_max_stride2_skip1_100E
2,2,max,2,1-1,40,5.0,100,0.9741379570961,results/rad40_sig5.0_ch2_pools2_max_stride2_skip1-1_100E
3,2,max,2,1-1-1,40,5.0,100,0.9794754558801652,results/rad40_sig5.0_ch2_pools3_max_stride2_skip1-1-1_100E
4,2,max,2,1-1-1-1,40,5.0,100,0.9868040614128112,results/rad40_sig5.0_ch2_pools4_max_stride2_skip1-1-1-1_100E
5,2,max,2,1-1-1-1-1,40,5.0,100,0.9737077881097792,results/rad40_sig5.0_ch2_pools5_max_stride2_skip1-1-1-1-1_100E
1,4,max,2,1,40,5.0,100,0.9844375188350678,results/rad40_sig5.0_ch4_pools1_max_stride2_skip1_100E
2,4,max,2,1-1,40,5.0,100,0.9696909544467928,results/rad40_sig5.0_ch4_pools2_max_stride2_skip1-1_100E
3,4,max,2,1-1-1,40,5.0,100,0.9833801397085188,results/rad40_sig5.0_ch4_pools3_max_stride2_skip1-1-1_100E
4,4,max,2,1-1-1-1,40,5.0,100,0.982082233786583,results/rad40_sig5.0_ch4_pools4_max_stride2_skip1-1-1-1_100E
5,4,max,2,1-1-1-1-1,40,5.0,100,0.981830581188202,results/rad40_sig5.0_ch4_pools5_max_stride2_skip1-1-1-1-1_100E
1,8,max,2,1,40,5.0,100,0.983852744460106,results/rad40_sig5.0_ch8_pools1_max_stride2_skip1_100E
2,8,max,2,1-1,40,5.0,100,0.9859969621896744,results/rad40_sig5.0_ch8_pools2_max_stride2_skip1-1_100E
3,8,max,2,1-1-1,40,5.0,100,0.989085057258606,results/rad40_sig5.0_ch8_pools3_max_stride2_skip1-1-1_100E
4,8,max,2,1-1-1-1,40,5.0,100,0.9873937028646468,results/rad40_sig5.0_ch8_pools4_max_stride2_skip1-1-1-1_100E
5,8,max,2,1-1-1-1-1,40,5.0,100,0.9858750928640364,results/rad40_sig5.0_ch8_pools5_max_stride2_skip1-1-1-1-1_100E
1,16,max,2,1,40,5.0,100,0.9871790051460264,results/rad40_sig5.0_ch16_pools1_max_stride2_skip1_100E
2,16,max,2,1-1,40,5.0,100,0.9896733417510986,results/rad40_sig5.0_ch16_pools2_max_stride2_skip1-1_100E
3,16,max,2,1-1-1,40,5.0,100,0.9910916410684584,results/rad40_sig5.0_ch16_pools3_max_stride2_skip1-1-1_100E
4,16,max,2,1-1-1-1,40,5.0,100,0.9900769855976104,results/rad40_sig5.0_ch16_pools4_max_stride2_skip1-1-1-1_100E
5,16,max,2,1-1-1-1-1,40,5.0,100,0.9869012908935546,results/rad40_sig5.0_ch16_pools5_max_stride2_skip1-1-1-1-1_100E
1,32,max,2,1,40,5.0,100,0.9916910790205,results/rad40_sig5.0_ch32_pools1_max_stride2_skip1_100E
2,32,max,2,1-1,40,5.0,100,0.9899016253948212,results/rad40_sig5.0_ch32_pools2_max_stride2_skip1-1_100E
3,32,max,2,1-1-1,40,5.0,100,0.989425318837166,results/rad40_sig5.0_ch32_pools3_max_stride2_skip1-1-1_100E
4,32,max,2,1-1-1-1,40,5.0,100,0.992032105088234,results/rad40_sig5.0_ch32_pools4_max_stride2_skip1-1-1-1_100E
5,32,max,2,1-1-1-1-1,40,5.0,100,0.9918448036909104,results/rad40_sig5.0_ch32_pools5_max_stride2_skip1-1-1-1-1_100E
1,2,max,2,1,40,7.5,100,0.3598950119018554,results/rad40_sig7.5_ch2_pools1_max_stride2_skip1_100E
2,2,max,2,1-1,40,7.5,100,0.9774267153739928,results/rad40_sig7.5_ch2_pools2_max_stride2_skip1-1_100E
3,2,max,2,1-1-1,40,7.5,100,0.9771885154247284,results/rad40_sig7.5_ch2_pools3_max_stride2_skip1-1-1_100E
4,2,max,2,1-1-1-1,40,7.5,100,0.3598950119018554,results/rad40_sig7.5_ch2_pools4_max_stride2_skip1-1-1-1_100E
5,2,max,2,1-1-1-1-1,40,7.5,100,0.9762811589241028,results/rad40_sig7.5_ch2_pools5_max_stride2_skip1-1-1-1-1_100E
1,4,max,2,1,40,7.5,100,0.9809810227155684,results/rad40_sig7.5_ch4_pools1_max_stride2_skip1_100E
2,4,max,2,1-1,40,7.5,100,0.9796037675142288,results/rad40_sig7.5_ch4_pools2_max_stride2_skip1-1_100E
3,4,max,2,1-1-1,40,7.5,100,0.9827090762853622,results/rad40_sig7.5_ch4_pools3_max_stride2_skip1-1-1_100E
4,4,max,2,1-1-1-1,40,7.5,100,0.9858195371627808,results/rad40_sig7.5_ch4_pools4_max_stride2_skip1-1-1-1_100E
5,4,max,2,1-1-1-1-1,40,7.5,100,0.9846851793527602,results/rad40_sig7.5_ch4_pools5_max_stride2_skip1-1-1-1-1_100E
1,8,max,2,1,40,7.5,100,0.9833395569324492,results/rad40_sig7.5_ch8_pools1_max_stride2_skip1_100E
2,8,max,2,1-1,40,7.5,100,0.9855767304897308,results/rad40_sig7.5_ch8_pools2_max_stride2_skip1-1_100E
3,8,max,2,1-1-1,40,7.5,100,0.9901326010227204,results/rad40_sig7.5_ch8_pools3_max_stride2_skip1-1-1_100E
4,8,max,2,1-1-1-1,40,7.5,100,0.987393959760666,results/rad40_sig7.5_ch8_pools4_max_stride2_skip1-1-1-1_100E
5,8,max,2,1-1-1-1-1,40,7.5,100,0.9862411338090896,results/rad40_sig7.5_ch8_pools5_max_stride2_skip1-1-1-1-1_100E
1,16,max,2,1,40,7.5,100,0.9882661222219468,results/rad40_sig7.5_ch16_pools1_max_stride2_skip1_100E
2,16,max,2,1-1,40,7.5,100,0.9904258987903596,results/rad40_sig7.5_ch16_pools2_max_stride2_skip1-1_100E
3,16,max,2,1-1-1,40,7.5,100,0.9917314907312392,results/rad40_sig7.5_ch16_pools3_max_stride2_skip1-1-1_100E
4,16,max,2,1-1-1-1,40,7.5,100,0.991473909020424,results/rad40_sig7.5_ch16_pools4_max_stride2_skip1-1-1-1_100E
5,16,max,2,1-1-1-1-1,40,7.5,100,0.988527967095375,results/rad40_sig7.5_ch16_pools5_max_stride2_skip1-1-1-1-1_100E
1,32,max,2,1,40,7.5,100,0.98936885201931,results/rad40_sig7.5_ch32_pools1_max_stride2_skip1_100E
2,32,max,2,1-1,40,7.5,100,0.9917824090719224,results/rad40_sig7.5_ch32_pools2_max_stride2_skip1-1_100E
3,32,max,2,1-1-1,40,7.5,100,0.991845184803009,results/rad40_sig7.5_ch32_pools3_max_stride2_skip1-1-1_100E
4,32,max,2,1-1-1-1,40,7.5,100,0.9922559567689896,results/rad40_sig7.5_ch32_pools4_max_stride2_skip1-1-1-1_100E
5,32,max,2,1-1-1-1-1,40,7.5,100,0.9920696318149568,results/rad40_sig7.5_ch32_pools5_max_stride2_skip1-1-1-1-1_100E
1,2,max,2,1,40,10.0,100,0.9697217744588852,results/rad40_sig10.0_ch2_pools1_max_stride2_skip1_100E
2,2,max,2,1-1,40,10.0,100,0.9780297994613648,results/rad40_sig10.0_ch2_pools2_max_stride2_skip1-1_100E
3,2,max,2,1-1-1,40,10.0,100,0.3602488174438476,results/rad40_sig10.0_ch2_pools3_max_stride2_skip1-1-1_100E
4,2,max,2,1-1-1-1,40,10.0,100,0.9823271878957748,results/rad40_sig10.0_ch2_pools4_max_stride2_skip1-1-1-1_100E
5,2,max,2,1-1-1-1-1,40,10.0,100,0.9832707577943802,results/rad40_sig10.0_ch2_pools5_max_stride2_skip1-1-1-1-1_100E
1,4,max,2,1,40,10.0,100,0.9775819382667542,results/rad40_sig10.0_ch4_pools1_max_stride2_skip1_100E
2,4,max,2,1-1,40,10.0,100,0.3602885633243859,results/rad40_sig10.0_ch4_pools2_max_stride2_skip1-1_100E
3,4,max,2,1-1-1,40,10.0,100,0.988734951734543,results/rad40_sig10.0_ch4_pools3_max_stride2_skip1-1-1_100E
4,4,max,2,1-1-1-1,40,10.0,100,0.9878575673103333,results/rad40_sig10.0_ch4_pools4_max_stride2_skip1-1-1-1_100E
5,4,max,2,1-1-1-1-1,40,10.0,100,0.9792875118255616,results/rad40_sig10.0_ch4_pools5_max_stride2_skip1-1-1-1-1_100E
1,8,max,2,1,40,10.0,100,0.9829471241235732,results/rad40_sig10.0_ch8_pools1_max_stride2_skip1_100E
2,8,max,2,1-1,40,10.0,100,0.9866054176092148,results/rad40_sig10.0_ch8_pools2_max_stride2_skip1-1_100E
3,8,max,2,1-1-1,40,10.0,100,0.9883770645856856,results/rad40_sig10.0_ch8_pools3_max_stride2_skip1-1-1_100E
4,8,max,2,1-1-1-1,40,10.0,100,0.9877151376008988,results/rad40_sig10.0_ch8_pools4_max_stride2_skip1-1-1-1_100E
5,8,max,2,1-1-1-1-1,40,10.0,100,0.9851009274721144,results/rad40_sig10.0_ch8_pools5_max_stride2_skip1-1-1-1-1_100E
1,16,max,2,1,40,10.0,100,0.98744868350029,results/rad40_sig10.0_ch16_pools1_max_stride2_skip1_100E
2,16,max,2,1-1,40,10.0,100,0.9890448729991912,results/rad40_sig10.0_ch16_pools2_max_stride2_skip1-1_100E
3,16,max,2,1-1-1,40,10.0,100,0.9904886317253112,results/rad40_sig10.0_ch16_pools3_max_stride2_skip1-1-1_100E
4,16,max,2,1-1-1-1,40,10.0,100,0.9866935517787934,results/rad40_sig10.0_ch16_pools4_max_stride2_skip1-1-1-1_100E
5,16,max,2,1-1-1-1-1,40,10.0,100,0.9881068414449692,results/rad40_sig10.0_ch16_pools5_max_stride2_skip1-1-1-1-1_100E
1,32,max,2,1,40,10.0,100,0.9897500690221788,results/rad40_sig10.0_ch32_pools1_max_stride2_skip1_100E
2,32,max,2,1-1,40,10.0,100,0.9906579896211624,results/rad40_sig10.0_ch32_pools2_max_stride2_skip1-1_100E
3,32,max,2,1-1-1,40,10.0,100,0.9912068806886674,results/rad40_sig10.0_ch32_pools3_max_stride2_skip1-1-1_100E
4,32,max,2,1-1-1-1,40,10.0,100,0.9913581867218018,results/rad40_sig10.0_ch32_pools4_max_stride2_skip1-1-1-1_100E
5,32,max,2,1-1-1-1-1,40,10.0,100,0.9890776374340058,results/rad40_sig10.0_ch32_pools5_max_stride2_skip1-1-1-1-1_100E
1,2,max,2,1,50,2.5,100,0.9826573367118836,results/rad50_sig2.5_ch2_pools1_max_stride2_skip1_100E
2,2,max,2,1-1,50,2.5,100,0.3527439880371094,results/rad50_sig2.5_ch2_pools2_max_stride2_skip1-1_100E
3,2,max,2,1-1-1,50,2.5,100,0.9422893835306168,results/rad50_sig2.5_ch2_pools3_max_stride2_skip1-1-1_100E
4,2,max,2,1-1-1-1,50,2.5,100,0.9797910896539688,results/rad50_sig2.5_ch2_pools4_max_stride2_skip1-1-1-1_100E
5,2,max,2,1-1-1-1-1,50,2.5,100,0.9758735020160676,results/rad50_sig2.5_ch2_pools5_max_stride2_skip1-1-1-1-1_100E
1,4,max,2,1,50,2.5,100,0.9786009602546692,results/rad50_sig2.5_ch4_pools1_max_stride2_skip1_100E
2,4,max,2,1-1,50,2.5,100,0.9811651332378388,results/rad50_sig2.5_ch4_pools2_max_stride2_skip1-1_100E
3,4,max,2,1-1-1,50,2.5,100,0.97694384264946,results/rad50_sig2.5_ch4_pools3_max_stride2_skip1-1-1_100E
4,4,max,2,1-1-1-1,50,2.5,100,0.9837108108997346,results/rad50_sig2.5_ch4_pools4_max_stride2_skip1-1-1-1_100E
5,4,max,2,1-1-1-1-1,50,2.5,100,0.9850144692659376,results/rad50_sig2.5_ch4_pools5_max_stride2_skip1-1-1-1-1_100E
1,8,max,2,1,50,2.5,100,0.983275384902954,results/rad50_sig2.5_ch8_pools1_max_stride2_skip1_100E
2,8,max,2,1-1,50,2.5,100,0.9871171551942826,results/rad50_sig2.5_ch8_pools2_max_stride2_skip1-1_100E
3,8,max,2,1-1-1,50,2.5,100,0.988617421746254,results/rad50_sig2.5_ch8_pools3_max_stride2_skip1-1-1_100E
4,8,max,2,1-1-1-1,50,2.5,100,0.989719518184662,results/rad50_sig2.5_ch8_pools4_max_stride2_skip1-1-1-1_100E
5,8,max,2,1-1-1-1-1,50,2.5,100,0.9851934756040572,results/rad50_sig2.5_ch8_pools5_max_stride2_skip1-1-1-1-1_100E
1,16,max,2,1,50,2.5,100,0.9877730214595796,results/rad50_sig2.5_ch16_pools1_max_stride2_skip1_100E
2,16,max,2,1-1,50,2.5,100,0.9923894671201704,results/rad50_sig2.5_ch16_pools2_max_stride2_skip1-1_100E
3,16,max,2,1-1-1,50,2.5,100,0.9879009226560592,results/rad50_sig2.5_ch16_pools3_max_stride2_skip1-1-1_100E
4,16,max,2,1-1-1-1,50,2.5,100,0.9891769077777864,results/rad50_sig2.5_ch16_pools4_max_stride2_skip1-1-1-1_100E
5,16,max,2,1-1-1-1-1,50,2.5,100,0.988684130191803,results/rad50_sig2.5_ch16_pools5_max_stride2_skip1-1-1-1-1_100E
1,32,max,2,1,50,2.5,100,0.990370779633522,results/rad50_sig2.5_ch32_pools1_max_stride2_skip1_100E
2,32,max,2,1-1,50,2.5,100,0.9939464650154112,results/rad50_sig2.5_ch32_pools2_max_stride2_skip1-1_100E
3,32,max,2,1-1-1,50,2.5,100,0.99311552298069,results/rad50_sig2.5_ch32_pools3_max_stride2_skip1-1-1_100E
4,32,max,2,1-1-1-1,50,2.5,100,0.9918907231092452,results/rad50_sig2.5_ch32_pools4_max_stride2_skip1-1-1-1_100E
5,32,max,2,1-1-1-1-1,50,2.5,100,0.9821809810400008,results/rad50_sig2.5_ch32_pools5_max_stride2_skip1-1-1-1-1_100E
1,2,max,2,1,50,5.0,100,0.9821285872459412,results/rad50_sig5.0_ch2_pools1_max_stride2_skip1_100E
2,2,max,2,1-1,50,5.0,100,0.3525065689086914,results/rad50_sig5.0_ch2_pools2_max_stride2_skip1-1_100E
3,2,max,2,1-1-1,50,5.0,100,0.98294118642807,results/rad50_sig5.0_ch2_pools3_max_stride2_skip1-1-1_100E
4,2,max,2,1-1-1-1,50,5.0,100,0.4517859563231468,results/rad50_sig5.0_ch2_pools4_max_stride2_skip1-1-1-1_100E
5,2,max,2,1-1-1-1-1,50,5.0,100,0.9830958994627,results/rad50_sig5.0_ch2_pools5_max_stride2_skip1-1-1-1-1_100E
1,4,max,2,1,50,5.0,100,0.9840025767087937,results/rad50_sig5.0_ch4_pools1_max_stride2_skip1_100E
2,4,max,2,1-1,50,5.0,100,0.9857701038122176,results/rad50_sig5.0_ch4_pools2_max_stride2_skip1-1_100E
3,4,max,2,1-1-1,50,5.0,100,0.9888272992372512,results/rad50_sig5.0_ch4_pools3_max_stride2_skip1-1-1_100E
4,4,max,2,1-1-1-1,50,5.0,100,0.988088229894638,results/rad50_sig5.0_ch4_pools4_max_stride2_skip1-1-1-1_100E
5,4,max,2,1-1-1-1-1,50,5.0,100,0.9832490222454072,results/rad50_sig5.0_ch4_pools5_max_stride2_skip1-1-1-1-1_100E
1,8,max,2,1,50,5.0,100,0.9850227320194244,results/rad50_sig5.0_ch8_pools1_max_stride2_skip1_100E
2,8,max,2,1-1,50,5.0,100,0.9843208255767822,results/rad50_sig5.0_ch8_pools2_max_stride2_skip1-1_100E
3,8,max,2,1-1-1,50,5.0,100,0.9874900443553924,results/rad50_sig5.0_ch8_pools3_max_stride2_skip1-1-1_100E
4,8,max,2,1-1-1-1,50,5.0,100,0.989919783115387,results/rad50_sig5.0_ch8_pools4_max_stride2_skip1-1-1-1_100E
5,8,max,2,1-1-1-1-1,50,5.0,100,0.98692393887043,results/rad50_sig5.0_ch8_pools5_max_stride2_skip1-1-1-1-1_100E
1,16,max,2,1,50,5.0,100,0.9899983831644058,results/rad50_sig5.0_ch16_pools1_max_stride2_skip1_100E
2,16,max,2,1-1,50,5.0,100,0.990351759314537,results/rad50_sig5.0_ch16_pools2_max_stride2_skip1-1_100E
3,16,max,2,1-1-1,50,5.0,100,0.9918602198362352,results/rad50_sig5.0_ch16_pools3_max_stride2_skip1-1-1_100E
4,16,max,2,1-1-1-1,50,5.0,100,0.9921185472011568,results/rad50_sig5.0_ch16_pools4_max_stride2_skip1-1-1-1_100E
5,16,max,2,1-1-1-1-1,50,5.0,100,0.9900030605793,results/rad50_sig5.0_ch16_pools5_max_stride2_skip1-1-1-1-1_100E
1,32,max,2,1,50,5.0,100,0.9927573866844178,results/rad50_sig5.0_ch32_pools1_max_stride2_skip1_100E
2,32,max,2,1-1,50,5.0,100,0.9935368037223816,results/rad50_sig5.0_ch32_pools2_max_stride2_skip1-1_100E
3,32,max,2,1-1-1,50,5.0,100,0.9928988740444183,results/rad50_sig5.0_ch32_pools3_max_stride2_skip1-1-1_100E
4,32,max,2,1-1-1-1,50,5.0,100,0.993466374874115,results/rad50_sig5.0_ch32_pools4_max_stride2_skip1-1-1-1_100E
5,32,max,2,1-1-1-1-1,50,5.0,100,0.9900771751403808,results/rad50_sig5.0_ch32_pools5_max_stride2_skip1-1-1-1-1_100E
1,2,max,2,1,50,7.5,100,0.9746751881837844,results/rad50_sig7.5_ch2_pools1_max_stride2_skip1_100E
2,2,max,2,1-1,50,7.5,100,0.9785047669410706,results/rad50_sig7.5_ch2_pools2_max_stride2_skip1-1_100E
3,2,max,2,1-1-1,50,7.5,100,0.9875630382299424,results/rad50_sig7.5_ch2_pools3_max_stride2_skip1-1-1_100E
4,2,max,2,1-1-1-1,50,7.5,100,0.9844479665756224,results/rad50_sig7.5_ch2_pools4_max_stride2_skip1-1-1-1_100E
5,2,max,2,1-1-1-1-1,50,7.5,100,0.9852109172344208,results/rad50_sig7.5_ch2_pools5_max_stride2_skip1-1-1-1-1_100E
1,4,max,2,1,50,7.5,100,0.9856652307510376,results/rad50_sig7.5_ch4_pools1_max_stride2_skip1_100E
2,4,max,2,1-1,50,7.5,100,0.9873377470970152,results/rad50_sig7.5_ch4_pools2_max_stride2_skip1-1_100E
3,4,max,2,1-1-1,50,7.5,100,0.986283192396164,results/rad50_sig7.5_ch4_pools3_max_stride2_skip1-1-1_100E
4,4,max,2,1-1-1-1,50,7.5,100,0.9891042883396148,results/rad50_sig7.5_ch4_pools4_max_stride2_skip1-1-1-1_100E
5,4,max,2,1-1-1-1-1,50,7.5,100,0.9870180189609528,results/rad50_sig7.5_ch4_pools5_max_stride2_skip1-1-1-1-1_100E
1,8,max,2,1,50,7.5,100,0.981009589791298,results/rad50_sig7.5_ch8_pools1_max_stride2_skip1_100E
2,8,max,2,1-1,50,7.5,100,0.987161885857582,results/rad50_sig7.5_ch8_pools2_max_stride2_skip1-1_100E
3,8,max,2,1-1-1,50,7.5,100,0.989986532688141,results/rad50_sig7.5_ch8_pools3_max_stride2_skip1-1-1_100E
4,8,max,2,1-1-1-1,50,7.5,100,0.9874468933343888,results/rad50_sig7.5_ch8_pools4_max_stride2_skip1-1-1-1_100E
5,8,max,2,1-1-1-1-1,50,7.5,100,0.989016672372818,results/rad50_sig7.5_ch8_pools5_max_stride2_skip1-1-1-1-1_100E
1,16,max,2,1,50,7.5,100,0.9912946017980576,results/rad50_sig7.5_ch16_pools1_max_stride2_skip1_100E
2,16,max,2,1-1,50,7.5,100,0.9913195163011552,results/rad50_sig7.5_ch16_pools2_max_stride2_skip1-1_100E
3,16,max,2,1-1-1,50,7.5,100,0.9919651877880096,results/rad50_sig7.5_ch16_pools3_max_stride2_skip1-1-1_100E
4,16,max,2,1-1-1-1,50,7.5,100,0.9902829596996306,results/rad50_sig7.5_ch16_pools4_max_stride2_skip1-1-1-1_100E
5,16,max,2,1-1-1-1-1,50,7.5,100,0.9905937947034836,results/rad50_sig7.5_ch16_pools5_max_stride2_skip1-1-1-1-1_100E
1,32,max,2,1,50,7.5,100,0.9915559856891633,results/rad50_sig7.5_ch32_pools1_max_stride2_skip1_100E
2,32,max,2,1-1,50,7.5,100,0.9929170614480972,results/rad50_sig7.5_ch32_pools2_max_stride2_skip1-1_100E
3,32,max,2,1-1-1,50,7.5,100,0.9932058972120286,results/rad50_sig7.5_ch32_pools3_max_stride2_skip1-1-1_100E
4,32,max,2,1-1-1-1,50,7.5,100,0.993173360824585,results/rad50_sig7.5_ch32_pools4_max_stride2_skip1-1-1-1_100E
5,32,max,2,1-1-1-1-1,50,7.5,100,0.9929017496109008,results/rad50_sig7.5_ch32_pools5_max_stride2_skip1-1-1-1-1_100E
1,2,max,2,1,50,10.0,100,0.3527747726440429,results/rad50_sig10.0_ch2_pools1_max_stride2_skip1_100E
2,2,max,2,1-1,50,10.0,100,0.977002287387848,results/rad50_sig10.0_ch2_pools2_max_stride2_skip1-1_100E
3,2,max,2,1-1-1,50,10.0,100,0.9861896334886552,results/rad50_sig10.0_ch2_pools3_max_stride2_skip1-1-1_100E
4,2,max,2,1-1-1-1,50,10.0,100,0.984196340084076,results/rad50_sig10.0_ch2_pools4_max_stride2_skip1-1-1-1_100E
5,2,max,2,1-1-1-1-1,50,10.0,100,0.9774919725656508,results/rad50_sig10.0_ch2_pools5_max_stride2_skip1-1-1-1-1_100E
1,4,max,2,1,50,10.0,100,0.9843272205591204,results/rad50_sig10.0_ch4_pools1_max_stride2_skip1_100E
2,4,max,2,1-1,50,10.0,100,0.980972508907318,results/rad50_sig10.0_ch4_pools2_max_stride2_skip1-1_100E
3,4,max,2,1-1-1,50,10.0,100,0.9859180254936218,results/rad50_sig10.0_ch4_pools3_max_stride2_skip1-1-1_100E
4,4,max,2,1-1-1-1,50,10.0,100,0.9858479007482528,results/rad50_sig10.0_ch4_pools4_max_stride2_skip1-1-1-1_100E
5,4,max,2,1-1-1-1-1,50,10.0,100,0.9827250514030456,results/rad50_sig10.0_ch4_pools5_max_stride2_skip1-1-1-1-1_100E
1,8,max,2,1,50,10.0,100,0.986697194814682,results/rad50_sig10.0_ch8_pools1_max_stride2_skip1_100E
2,8,max,2,1-1,50,10.0,100,0.9892526384592056,results/rad50_sig10.0_ch8_pools2_max_stride2_skip1-1_100E
3,8,max,2,1-1-1,50,10.0,100,0.989874109864235,results/rad50_sig10.0_ch8_pools3_max_stride2_skip1-1-1_100E
4,8,max,2,1-1-1-1,50,10.0,100,0.9886087181568146,results/rad50_sig10.0_ch8_pools4_max_stride2_skip1-1-1-1_100E
5,8,max,2,1-1-1-1-1,50,10.0,100,0.9876668131351471,results/rad50_sig10.0_ch8_pools5_max_stride2_skip1-1-1-1-1_100E
1,16,max,2,1,50,10.0,100,0.9897478284835816,results/rad50_sig10.0_ch16_pools1_max_stride2_skip1_100E
2,16,max,2,1-1,50,10.0,100,0.9920817111730575,results/rad50_sig10.0_ch16_pools2_max_stride2_skip1-1_100E
3,16,max,2,1-1-1,50,10.0,100,0.9901796501874924,results/rad50_sig10.0_ch16_pools3_max_stride2_skip1-1-1_100E
4,16,max,2,1-1-1-1,50,10.0,100,0.9917622122764588,results/rad50_sig10.0_ch16_pools4_max_stride2_skip1-1-1-1_100E
5,16,max,2,1-1-1-1-1,50,10.0,100,0.9902034853696824,results/rad50_sig10.0_ch16_pools5_max_stride2_skip1-1-1-1-1_100E
1,32,max,2,1,50,10.0,100,0.9934768189191818,results/rad50_sig10.0_ch32_pools1_max_stride2_skip1_100E
2,32,max,2,1-1,50,10.0,100,0.9907430988550184,results/rad50_sig10.0_ch32_pools2_max_stride2_skip1-1_100E
3,32,max,2,1-1-1,50,10.0,100,0.993246788740158,results/rad50_sig10.0_ch32_pools3_max_stride2_skip1-1-1_100E
4,32,max,2,1-1-1-1,50,10.0,100,0.9894594544172288,results/rad50_sig10.0_ch32_pools4_max_stride2_skip1-1-1-1_100E
5,32,max,2,1-1-1-1-1,50,10.0,100,0.9932659293413162,results/rad50_sig10.0_ch32_pools5_max_stride2_skip1-1-1-1-1_100E
